Season,TeamID,OrdinalRank
2003,1102,72.40165526733487
2003,1103,72.1914433796123
2003,1104,84.39455790153535
2003,1105,63.12505541356025
2003,1106,65.74165813286929
2003,1107,62.833369056021205
2003,1108,64.77902340550482
2003,1110,73.620746801696
2003,1111,71.70607304671663
2003,1112,94.3184589191568
2003,1113,84.55942429958863
2003,1114,71.98257020487843
2003,1115,62.42671601682491
2003,1116,74.7425685643715
2003,1117,72.33143284088865
2003,1119,62.1952077550125
2003,1120,82.63997986858907
2003,1122,75.12796464667076
2003,1123,73.11269883455849
2003,1124,77.25103917622681
2003,1125,71.36351856530194
2003,1126,62.60075654085452
2003,1127,69.11156987713012
2003,1128,68.02747265734712
2003,1129,70.75494033605034
2003,1130,83.91996471305946
2003,1131,74.66622583454131
2003,1132,70.95670052442009
2003,1133,72.7551214255473
2003,1135,74.06371253209845
2003,1137,68.09058727563814
2003,1138,66.22838113117265
2003,1139,81.87684330749248
2003,1140,85.6348343541645
2003,1141,81.99997019637543
2003,1142,71.56865180382707
2003,1143,83.32752991500095
2003,1144,62.48469013431517
2003,1145,68.28040382325042
2003,1147,66.96587255337265
2003,1148,67.15172135694647
2003,1149,65.37903943673376
2003,1150,77.7764820554402
2003,1151,73.69407602441491
2003,1152,62.89162361239843
2003,1153,84.07501515526647
2003,1154,63.947499112463454
2003,1155,76.74061822161633
2003,1156,66.4731927408634
2003,1157,66.10634347849535
2003,1158,74.89597892689291
2003,1159,67.71305051333476
2003,1160,85.25808940732684
2003,1161,78.13610728754172
2003,1162,62.65884932747053
2003,1163,86.24233013315367
2003,1164,64.42148730217514
2003,1165,64.06571206365416
2003,1166,85.44390923202646
2003,1168,67.83859185521631
2003,1169,70.1558400910194
2003,1170,67.90147562214668
2003,1171,64.60003059124523
2003,1172,73.76760086050405
2003,1173,84.72796547971019
2003,1174,70.28820033007068
2003,1175,65.68108069605512
2003,1176,73.18473155088772
2003,1177,79.97266489070186
2003,1178,79.76746231001655
2003,1179,68.34383592705633
2003,1180,74.9730541903759
2003,1181,90.84746532701877
2003,1182,69.04711292064118
